	SRR8437484	SRR8437482	SRR8437483	SRR8437481	SRR8437478	SRR8437479
HORVU.MOREX.r3.6HG0617440	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617450	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617470	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617480	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617490	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617500	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617510	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617540	15	1	4	5	4	4
HORVU.MOREX.r3.6HG0617550	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617560	79	40	63	71	55	67
HORVU.MOREX.r3.6HG0617570	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617580	0	0	2	0	0	0
HORVU.MOREX.r3.6HG0617610	7	15	4	5	14	11
HORVU.MOREX.r3.6HG0617630	0	12	12	4	6	2
HORVU.MOREX.r3.6HG0617650	1	0	2	0	3	0
HORVU.MOREX.r3.6HG0617660	1142	911	606	867	831	802
HORVU.MOREX.r3.6HG0617680	1962	2396	1788	2146	1841	2262
HORVU.MOREX.r3.6HG0617690	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617710	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617720	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617730	1465	1090	1155	2187	987	1320
HORVU.MOREX.r3.6HG0617740	3	6	2	14	8	17
HORVU.MOREX.r3.6HG0617750	195	74	116	171	69	141
HORVU.MOREX.r3.6HG0617760	42	2	18	26	32	63
HORVU.MOREX.r3.6HG0617770	14	24	12	13	26	16
HORVU.MOREX.r3.6HG0617780	0	1	0	2	0	0
HORVU.MOREX.r3.6HG0617830	928	1096	1066	501	770	913
HORVU.MOREX.r3.6HG0617840	0	1	0	0	0	0
HORVU.MOREX.r3.6HG0617850	1106	2004	1058	1250	1323	1280
HORVU.MOREX.r3.6HG0617860	948	971	680	765	876	964
HORVU.MOREX.r3.6HG0617880	67	56	52	32	29	25
HORVU.MOREX.r3.6HG0617890	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0617920	62	52	37	44	27	30
HORVU.MOREX.r3.6HG0617930	406	773	511	514	956	1185
HORVU.MOREX.r3.6HG0617940	528	266	402	483	377	443
HORVU.MOREX.r3.6HG0617950	444	249	432	312	336	439
HORVU.MOREX.r3.6HG0617960	107	60	98	102	81	103
HORVU.MOREX.r3.6HG0617970	102	81	61	98	55	71
HORVU.MOREX.r3.6HG0618000	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618010	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618080	42	31	34	102	26	37
HORVU.MOREX.r3.6HG0618090	1495	1853	1497	679	1394	1280
HORVU.MOREX.r3.6HG0618100	18	5	11	25	9	11
HORVU.MOREX.r3.6HG0618110	0	0	0	0	0	2
HORVU.MOREX.r3.6HG0618120	456	492	585	527	548	703
HORVU.MOREX.r3.6HG0618160	947	853	666	887	847	888
HORVU.MOREX.r3.6HG0618170	3575	3719	3355	3201	3013	3321
HORVU.MOREX.r3.6HG0618180	27	31	20	31	21	31
HORVU.MOREX.r3.6HG0618250	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618300	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618310	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618330	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618370	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618410	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618470	41	54	41	14	46	38
HORVU.MOREX.r3.6HG0618490	635	509	364	545	528	544
HORVU.MOREX.r3.6HG0618540	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618580	31	12	8	22	16	12
HORVU.MOREX.r3.6HG0618590	20	19	10	20	8	24
HORVU.MOREX.r3.6HG0618600	1391	1104	756	898	1040	1039
HORVU.MOREX.r3.6HG0618630	234	350	176	270	401	396
HORVU.MOREX.r3.6HG0618640	202	168	148	211	360	407
HORVU.MOREX.r3.6HG0618650	1589	2625	1912	2758	3399	4048
HORVU.MOREX.r3.6HG0618670	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618680	3	0	0	0	2	0
HORVU.MOREX.r3.6HG0618690	520	310	360	514	277	496
HORVU.MOREX.r3.6HG0618700	1760	2791	1483	1855	1851	1928
HORVU.MOREX.r3.6HG0618710	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618720	302	228	219	485	456	1072
HORVU.MOREX.r3.6HG0618740	341	240	136	373	257	300
HORVU.MOREX.r3.6HG0618750	480	508	466	586	372	506
HORVU.MOREX.r3.6HG0618760	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618780	474	490	337	557	351	445
HORVU.MOREX.r3.6HG0618790	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618800	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618810	140	98	104	169	93	135
HORVU.MOREX.r3.6HG0618820	378	204	194	239	146	245
HORVU.MOREX.r3.6HG0618830	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618880	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618890	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618900	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0618920	5263	6915	5864	5191	5169	6418
HORVU.MOREX.r3.6HG0618950	94	90	46	268	75	82
HORVU.MOREX.r3.6HG0618960	17	3	4	10	2	10
HORVU.MOREX.r3.6HG0619000	0	11	5	10	0	2
HORVU.MOREX.r3.6HG0619010	383	838	703	550	742	858
HORVU.MOREX.r3.6HG0619040	101	171	122	136	178	177
HORVU.MOREX.r3.6HG0619050	0	0	2	0	0	0
HORVU.MOREX.r3.6HG0619060	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619070	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619080	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619090	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619100	1585	1571	905	1321	1293	1405
HORVU.MOREX.r3.6HG0619110	32	23	29	23	30	50
HORVU.MOREX.r3.6HG0619120	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619140	0	0	1	2	6	4
HORVU.MOREX.r3.6HG0619150	2382	4088	2782	3216	3008	3591
HORVU.MOREX.r3.6HG0619160	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619180	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619210	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619230	1	1	0	0	0	0
HORVU.MOREX.r3.6HG0619250	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619260	2515	2030	2348	2749	2582	2903
HORVU.MOREX.r3.6HG0619280	126	77	103	123	89	112
HORVU.MOREX.r3.6HG0619290	46	40	36	44	30	77
HORVU.MOREX.r3.6HG0619300	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619310	6	8	7	16	7	8
HORVU.MOREX.r3.6HG0619320	901	734	722	1029	843	902
HORVU.MOREX.r3.6HG0619330	6	11	2	5	8	7
HORVU.MOREX.r3.6HG0619350	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619360	8523	8951	8160	11739	9179	11471
HORVU.MOREX.r3.6HG0619370	0	0	0	0	2	0
HORVU.MOREX.r3.6HG0619400	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619410	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619430	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619440	616	487	446	501	415	549
HORVU.MOREX.r3.6HG0619470	116	1028	185	162	340	280
HORVU.MOREX.r3.6HG0619480	191	181	220	204	182	187
HORVU.MOREX.r3.6HG0619490	155	110	111	172	121	225
HORVU.MOREX.r3.6HG0619500	1971	2169	1730	1653	1850	2271
HORVU.MOREX.r3.6HG0619510	98	113	98	59	76	104
HORVU.MOREX.r3.6HG0619520	14	4	6	9	5	5
HORVU.MOREX.r3.6HG0619530	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619540	1024	866	808	1024	745	924
HORVU.MOREX.r3.6HG0619550	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619560	0	2	2	0	0	3
HORVU.MOREX.r3.6HG0619570	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619580	1268	966	569	1163	717	914
HORVU.MOREX.r3.6HG0619590	21	91	46	90	98	78
HORVU.MOREX.r3.6HG0619600	2	0	0	0	0	0
HORVU.MOREX.r3.6HG0619610	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619630	56	34	60	33	31	54
HORVU.MOREX.r3.6HG0619650	2060	2116	1616	1707	2057	2639
HORVU.MOREX.r3.6HG0619660	2300	2763	2383	2697	3102	3097
HORVU.MOREX.r3.6HG0619730	59951	71927	55629	47836	74663	100755
HORVU.MOREX.r3.6HG0619740	2369	1777	2110	1360	2168	2537
HORVU.MOREX.r3.6HG0619750	0	5	0	8	0	0
HORVU.MOREX.r3.6HG0619760	1001	725	727	1389	924	1124
HORVU.MOREX.r3.6HG0619790	231	220	186	227	195	254
HORVU.MOREX.r3.6HG0619800	498	1641	739	781	1437	1332
HORVU.MOREX.r3.6HG0619810	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619820	1746	1360	1020	1716	1630	1705
HORVU.MOREX.r3.6HG0619890	317	410	415	755	473	685
HORVU.MOREX.r3.6HG0619940	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619950	349	285	230	332	357	444
HORVU.MOREX.r3.6HG0619970	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0619980	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620000	753	668	576	860	581	874
HORVU.MOREX.r3.6HG0620060	302	259	217	258	254	288
HORVU.MOREX.r3.6HG0620080	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620090	2	8	0	4	8	4
HORVU.MOREX.r3.6HG0620110	1776	1747	1388	1515	1622	1518
HORVU.MOREX.r3.6HG0620120	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620130	81	17	34	4	10	30
HORVU.MOREX.r3.6HG0620170	20	32	15	23	25	37
HORVU.MOREX.r3.6HG0620180	214	141	170	205	148	205
HORVU.MOREX.r3.6HG0620190	1962	1686	1085	1615	1509	1587
HORVU.MOREX.r3.6HG0620200	206	194	178	400	140	194
HORVU.MOREX.r3.6HG0620210	1	0	0	0	0	0
HORVU.MOREX.r3.6HG0620220	1553	3201	1268	2661	2028	2013
HORVU.MOREX.r3.6HG0620230	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620240	719	650	571	560	725	679
HORVU.MOREX.r3.6HG0620260	10110	9421	10079	7850	9437	9827
HORVU.MOREX.r3.6HG0620320	4	1	6	6	7	4
HORVU.MOREX.r3.6HG0620330	10837	11315	8157	14388	9263	12437
HORVU.MOREX.r3.6HG0620340	176	200	170	119	106	141
HORVU.MOREX.r3.6HG0620360	0	0	0	2	0	0
HORVU.MOREX.r3.6HG0620370	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620390	867	960	721	978	748	1048
HORVU.MOREX.r3.6HG0620410	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620420	34	77	26	25	35	37
HORVU.MOREX.r3.6HG0620440	87	69	81	31	58	88
HORVU.MOREX.r3.6HG0620450	0	1	0	0	0	0
HORVU.MOREX.r3.6HG0620460	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620470	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620480	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620500	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620520	1057	1436	1215	1354	1243	1628
HORVU.MOREX.r3.6HG0620540	24	10	22	4	13	37
HORVU.MOREX.r3.6HG0620570	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620580	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620590	2	1	8	5	0	12
HORVU.MOREX.r3.6HG0620600	557	437	294	288	572	418
HORVU.MOREX.r3.6HG0620610	0	2	2	0	1	2
HORVU.MOREX.r3.6HG0620630	22	6	18	6	8	6
HORVU.MOREX.r3.6HG0620650	1824	1683	1556	1804	1855	2054
HORVU.MOREX.r3.6HG0620660	2833	5511	4300	1860	4991	5332
HORVU.MOREX.r3.6HG0620710	22	37	6	6	12	22
HORVU.MOREX.r3.6HG0620720	1106	4340	3404	2098	1463	1376
HORVU.MOREX.r3.6HG0620760	499	472	429	486	431	497
HORVU.MOREX.r3.6HG0620770	353	336	248	202	298	289
HORVU.MOREX.r3.6HG0620800	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620820	65	50	35	66	70	65
HORVU.MOREX.r3.6HG0620830	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620840	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620880	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620920	876	1501	722	1235	959	1154
HORVU.MOREX.r3.6HG0620930	245	128	123	159	158	191
HORVU.MOREX.r3.6HG0620940	2	2	0	2	2	2
HORVU.MOREX.r3.6HG0620960	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0620980	1985	1420	1524	1008	1279	1406
HORVU.MOREX.r3.6HG0620990	1030	964	834	866	788	1056
HORVU.MOREX.r3.6HG0621000	1364	1033	866	1357	922	1183
HORVU.MOREX.r3.6HG0621010	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621020	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621050	0	0	0	0	2	0
HORVU.MOREX.r3.6HG0621060	143	100	77	89	82	68
HORVU.MOREX.r3.6HG0621080	123	111	118	170	122	147
HORVU.MOREX.r3.6HG0621100	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621110	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621140	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621170	2	0	0	0	0	0
HORVU.MOREX.r3.6HG0621180	1026	900	528	1365	836	887
HORVU.MOREX.r3.6HG0621190	3539	3747	2834	2560	4090	4212
HORVU.MOREX.r3.6HG0621200	144	161	94	72	88	115
HORVU.MOREX.r3.6HG0621250	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621260	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621270	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621280	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621300	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621370	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621390	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621430	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621460	14	1	4	0	7	1
HORVU.MOREX.r3.6HG0621490	1231	1055	742	1156	802	986
HORVU.MOREX.r3.6HG0621500	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621530	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621540	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621560	229	366	303	154	231	256
HORVU.MOREX.r3.6HG0621590	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621610	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621650	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621660	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621670	1219	1033	983	1315	937	1288
HORVU.MOREX.r3.6HG0621680	0	2	0	2	0	0
HORVU.MOREX.r3.6HG0621690	543	377	481	482	480	672
HORVU.MOREX.r3.6HG0621700	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621740	0	0	2	0	0	0
HORVU.MOREX.r3.6HG0621750	519	419	374	516	505	565
HORVU.MOREX.r3.6HG0621770	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621800	3331	291	1077	953	756	1121
HORVU.MOREX.r3.6HG0621830	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621870	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0621910	3663	2597	2348	4140	3045	3571
HORVU.MOREX.r3.6HG0621920	5791	4554	5058	5239	4476	5858
HORVU.MOREX.r3.6HG0621930	7	8	13	46	13	16
HORVU.MOREX.r3.6HG0621960	0	0	0	0	3	0
HORVU.MOREX.r3.6HG0621980	61	29	20	84	27	42
HORVU.MOREX.r3.6HG0621990	0	0	0	1	0	0
HORVU.MOREX.r3.6HG0622040	1400	1005	897	1530	1296	1468
HORVU.MOREX.r3.6HG0622050	34	9	26	35	25	33
HORVU.MOREX.r3.6HG0622060	6553	8372	4710	5768	5775	6106
HORVU.MOREX.r3.6HG0622070	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622080	13	6	6	8	15	1
HORVU.MOREX.r3.6HG0622100	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622110	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622120	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622130	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622140	759	655	624	679	573	735
HORVU.MOREX.r3.6HG0622150	0	3	0	0	2	0
HORVU.MOREX.r3.6HG0622160	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622170	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622180	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622190	845	896	716	887	686	785
HORVU.MOREX.r3.6HG0622200	1438	1859	2071	1252	1647	2319
HORVU.MOREX.r3.6HG0622210	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622230	106	65	83	45	76	88
HORVU.MOREX.r3.6HG0622250	702	977	570	699	795	809
HORVU.MOREX.r3.6HG0622300	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622320	2	2	0	2	0	2
HORVU.MOREX.r3.6HG0622330	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622340	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622350	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622370	37	25	37	23	25	35
HORVU.MOREX.r3.6HG0622380	77	33	57	38	78	70
HORVU.MOREX.r3.6HG0622400	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622430	817	291	407	1862	491	979
HORVU.MOREX.r3.6HG0622440	612	406	468	578	375	605
HORVU.MOREX.r3.6HG0622450	3200	2982	2373	2901	2990	3192
HORVU.MOREX.r3.6HG0622460	1328	1371	1374	1510	1118	1326
HORVU.MOREX.r3.6HG0622470	919	382	519	894	418	685
HORVU.MOREX.r3.6HG0622490	2225	2140	2017	2515	1875	2651
HORVU.MOREX.r3.6HG0622500	398	454	346	567	348	452
HORVU.MOREX.r3.6HG0622510	80	221	112	213	180	358
HORVU.MOREX.r3.6HG0622520	4722	3303	3402	1984	3268	3677
HORVU.MOREX.r3.6HG0622540	2130	1142	1657	1747	1388	1972
HORVU.MOREX.r3.6HG0622550	954	634	604	801	724	819
HORVU.MOREX.r3.6HG0622560	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622590	271	320	216	315	204	244
HORVU.MOREX.r3.6HG0622620	3184	2139	2052	2943	2490	3073
HORVU.MOREX.r3.6HG0622640	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622670	139	120	100	151	112	173
HORVU.MOREX.r3.6HG0622680	1242	742	936	899	979	1060
HORVU.MOREX.r3.6HG0622690	36	21	30	26	39	55
HORVU.MOREX.r3.6HG0622700	793	644	573	623	397	629
HORVU.MOREX.r3.6HG0622710	638	298	454	468	413	871
HORVU.MOREX.r3.6HG0622740	382	551	363	670	402	562
HORVU.MOREX.r3.6HG0622760	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622770	6	0	1	1	2	2
HORVU.MOREX.r3.6HG0622780	46	35	49	46	14	22
HORVU.MOREX.r3.6HG0622790	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622800	6	2	2	15	4	18
HORVU.MOREX.r3.6HG0622850	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622890	0	0	0	0	1	0
HORVU.MOREX.r3.6HG0622920	9190	8642	8212	4672	3036	4356
HORVU.MOREX.r3.6HG0622930	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622960	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0622970	1792	819	1102	1996	1026	1542
HORVU.MOREX.r3.6HG0622980	814	679	432	699	556	577
HORVU.MOREX.r3.6HG0623040	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623050	85	53	66	91	40	48
HORVU.MOREX.r3.6HG0623060	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623070	693	589	538	572	656	683
HORVU.MOREX.r3.6HG0623090	235	213	278	169	210	319
HORVU.MOREX.r3.6HG0623110	8	0	2	0	2	0
HORVU.MOREX.r3.6HG0623120	8	0	2	0	2	0
HORVU.MOREX.r3.6HG0623130	5	0	4	4	4	5
HORVU.MOREX.r3.6HG0623140	295	255	182	39	148	64
HORVU.MOREX.r3.6HG0623150	1474	1842	1241	2854	1532	1764
HORVU.MOREX.r3.6HG0623180	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623190	225	154	135	235	202	171
HORVU.MOREX.r3.6HG0623200	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623240	9378	9687	8140	10727	7923	9512
HORVU.MOREX.r3.6HG0623260	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623270	872	670	751	688	761	801
HORVU.MOREX.r3.6HG0623280	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623310	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623320	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623330	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623390	0	0	1	0	0	0
HORVU.MOREX.r3.6HG0623400	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623420	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623440	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623450	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623460	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623470	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623490	4760	3745	3008	5309	4169	4648
HORVU.MOREX.r3.6HG0623520	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623530	2	0	0	0	0	2
HORVU.MOREX.r3.6HG0623540	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623550	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623560	12310	27111	9349	12190	16704	13567
HORVU.MOREX.r3.6HG0623570	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623590	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623620	1779	2122	2339	1605	2153	2655
HORVU.MOREX.r3.6HG0623630	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623640	2111	2339	1908	2168	2221	2221
HORVU.MOREX.r3.6HG0623650	211	205	134	184	149	179
HORVU.MOREX.r3.6HG0623670	90	108	69	53	88	81
HORVU.MOREX.r3.6HG0623680	3851	6214	3458	4792	4143	4320
HORVU.MOREX.r3.6HG0623700	616	404	341	812	439	540
HORVU.MOREX.r3.6HG0623760	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623770	7	14	0	6	2	10
HORVU.MOREX.r3.6HG0623790	7	8	12	6	14	12
HORVU.MOREX.r3.6HG0623800	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623810	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623830	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623840	2	19	0	2	2	8
HORVU.MOREX.r3.6HG0623860	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623900	474	277	228	348	229	361
HORVU.MOREX.r3.6HG0623910	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623920	18003	10388	14751	9912	11384	13810
HORVU.MOREX.r3.6HG0623930	1029	864	430	866	811	686
HORVU.MOREX.r3.6HG0623960	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623980	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0623990	637	639	345	396	566	551
HORVU.MOREX.r3.6HG0624010	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624020	4	2	2	0	0	0
HORVU.MOREX.r3.6HG0624030	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624050	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624070	0	0	0	0	0	1
HORVU.MOREX.r3.6HG0624080	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624120	485	438	337	401	471	525
HORVU.MOREX.r3.6HG0624130	17	3	6	4	1	5
HORVU.MOREX.r3.6HG0624150	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624160	86	80	89	56	76	60
HORVU.MOREX.r3.6HG0624170	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624180	146	112	82	57	101	122
HORVU.MOREX.r3.6HG0624190	1242	888	836	1080	1275	1194
HORVU.MOREX.r3.6HG0624200	214	180	167	124	162	221
HORVU.MOREX.r3.6HG0624240	13	14	12	21	16	8
HORVU.MOREX.r3.6HG0624260	601	527	390	634	474	540
HORVU.MOREX.r3.6HG0624270	154	114	111	121	98	122
HORVU.MOREX.r3.6HG0624290	426	446	431	470	398	508
HORVU.MOREX.r3.6HG0624300	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624310	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624320	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624330	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624340	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624390	240	304	229	317	356	336
HORVU.MOREX.r3.6HG0624430	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624440	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624460	286	254	216	245	189	323
HORVU.MOREX.r3.6HG0624480	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624490	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624520	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624530	36	14	14	18	26	14
HORVU.MOREX.r3.6HG0624540	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624550	486	493	381	292	496	454
HORVU.MOREX.r3.6HG0624560	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624570	2456	1963	1673	1705	1738	1891
HORVU.MOREX.r3.6HG0624580	251	218	226	221	225	256
HORVU.MOREX.r3.6HG0624600	2	37	2	22	20	4
HORVU.MOREX.r3.6HG0624610	1	2	1	0	0	0
HORVU.MOREX.r3.6HG0624620	38	17	27	78	40	42
HORVU.MOREX.r3.6HG0624630	5055	6209	3686	6149	5167	5264
HORVU.MOREX.r3.6HG0624640	11481	9560	8964	6585	6508	9021
HORVU.MOREX.r3.6HG0624650	473	227	416	1108	354	692
HORVU.MOREX.r3.6HG0624670	2	1	0	0	2	0
HORVU.MOREX.r3.6HG0624690	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624710	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624720	5032	4092	3519	4702	3885	4828
HORVU.MOREX.r3.6HG0624730	565	417	507	652	459	569
HORVU.MOREX.r3.6HG0624740	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624760	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624770	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624790	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624800	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624870	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624880	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624910	91	146	102	53	157	99
HORVU.MOREX.r3.6HG0624930	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624940	0	0	0	0	0	0
HORVU.MOREX.r3.6HG0624950	0	0	0	0	0	0
