	SRR8437484	SRR8437482	SRR8437483	SRR8437481	SRR8437478	SRR8437479
HORVU.MOREX.r3.2HG0173040	3050	4270	3687	3286	3933	4238
HORVU.MOREX.r3.2HG0173050	0	2	0	0	0	0
HORVU.MOREX.r3.2HG0173060	2	0	0	4	0	0
HORVU.MOREX.r3.2HG0173080	24	8	20	28	25	28
HORVU.MOREX.r3.2HG0173090	171	482	181	737	445	462
HORVU.MOREX.r3.2HG0173100	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173120	1355	801	1204	2096	889	1302
HORVU.MOREX.r3.2HG0173160	0	0	0	4	4	0
HORVU.MOREX.r3.2HG0173170	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173180	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173190	0	0	0	0	0	4
HORVU.MOREX.r3.2HG0173200	657	1599	889	582	938	986
HORVU.MOREX.r3.2HG0173210	95	65	46	125	106	115
HORVU.MOREX.r3.2HG0173220	83513	386318	122466	191891	181058	189006
HORVU.MOREX.r3.2HG0173230	148	190	136	124	147	144
HORVU.MOREX.r3.2HG0173240	360	227	223	291	209	285
HORVU.MOREX.r3.2HG0173270	394	329	231	504	272	435
HORVU.MOREX.r3.2HG0173290	1232	2494	1324	1649	1772	1552
HORVU.MOREX.r3.2HG0173330	70	34	73	24	17	30
HORVU.MOREX.r3.2HG0173340	25	14	13	16	10	11
HORVU.MOREX.r3.2HG0173350	319	179	150	345	267	272
HORVU.MOREX.r3.2HG0173360	51	75	46	116	52	53
HORVU.MOREX.r3.2HG0173380	16	41	33	25	11	47
HORVU.MOREX.r3.2HG0173390	174	133	130	174	93	137
HORVU.MOREX.r3.2HG0173400	122	148	141	85	108	106
HORVU.MOREX.r3.2HG0173410	1	2	1	0	2	0
HORVU.MOREX.r3.2HG0173440	681	940	593	584	836	698
HORVU.MOREX.r3.2HG0173480	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173500	4	0	0	0	0	0
HORVU.MOREX.r3.2HG0173510	259	672	274	573	315	397
HORVU.MOREX.r3.2HG0173520	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173530	9803	6427	7951	7138	5744	7972
HORVU.MOREX.r3.2HG0173540	348	182	267	269	246	274
HORVU.MOREX.r3.2HG0173550	557	742	746	1264	611	895
HORVU.MOREX.r3.2HG0173560	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173600	213	385	213	230	235	277
HORVU.MOREX.r3.2HG0173620	31	25	27	30	46	39
HORVU.MOREX.r3.2HG0173630	466	593	473	539	523	563
HORVU.MOREX.r3.2HG0173660	16	17	4	21	4	7
HORVU.MOREX.r3.2HG0173670	384	562	462	513	429	679
HORVU.MOREX.r3.2HG0173680	2302	1198	1911	2648	1787	2228
HORVU.MOREX.r3.2HG0173700	360	261	265	299	281	321
HORVU.MOREX.r3.2HG0173710	1277	1298	1192	1288	1175	1412
HORVU.MOREX.r3.2HG0173720	333	300	271	352	275	309
HORVU.MOREX.r3.2HG0173730	13	14	5	19	8	4
HORVU.MOREX.r3.2HG0173750	1029	1302	950	1539	1174	1353
HORVU.MOREX.r3.2HG0173800	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173820	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173850	0	0	0	0	0	4
HORVU.MOREX.r3.2HG0173870	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173880	2514	2096	2093	2167	1924	2577
HORVU.MOREX.r3.2HG0173890	16	12	18	11	20	16
HORVU.MOREX.r3.2HG0173930	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173950	642	496	536	564	517	622
HORVU.MOREX.r3.2HG0173960	1067	1736	1512	1352	1784	1686
HORVU.MOREX.r3.2HG0173970	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0173980	0	2	0	4	2	3
HORVU.MOREX.r3.2HG0173990	0	2	2	7	0	0
HORVU.MOREX.r3.2HG0174000	175	375	195	214	172	226
HORVU.MOREX.r3.2HG0174010	2	3	7	0	0	0
HORVU.MOREX.r3.2HG0174020	1	0	0	0	0	2
HORVU.MOREX.r3.2HG0174030	160	143	92	128	106	146
HORVU.MOREX.r3.2HG0174050	248	230	229	202	158	175
HORVU.MOREX.r3.2HG0174060	6	6	0	2	0	4
HORVU.MOREX.r3.2HG0174080	0	4	0	0	2	0
HORVU.MOREX.r3.2HG0174090	2571	3966	2297	2723	2756	2828
HORVU.MOREX.r3.2HG0174110	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174120	1	4	1	1	0	3
HORVU.MOREX.r3.2HG0174140	3255	4367	3135	3386	4496	4563
HORVU.MOREX.r3.2HG0174160	531	449	300	618	408	414
HORVU.MOREX.r3.2HG0174170	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174190	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174210	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174240	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174250	285	201	173	262	181	282
HORVU.MOREX.r3.2HG0174270	1932	2456	1560	2487	2305	2139
HORVU.MOREX.r3.2HG0174280	276	189	177	184	233	253
HORVU.MOREX.r3.2HG0174310	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174320	2	0	0	0	0	0
HORVU.MOREX.r3.2HG0174340	77	20	27	124	28	42
HORVU.MOREX.r3.2HG0174350	113	53	49	213	67	92
HORVU.MOREX.r3.2HG0174360	12	8	6	9	5	15
HORVU.MOREX.r3.2HG0174390	1	0	0	4	0	1
HORVU.MOREX.r3.2HG0174410	540	216	362	660	192	343
HORVU.MOREX.r3.2HG0174420	2	0	0	2	0	0
HORVU.MOREX.r3.2HG0174440	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174470	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174480	8	4	2	43	0	19
HORVU.MOREX.r3.2HG0174500	38	31	31	287	20	39
HORVU.MOREX.r3.2HG0174510	66	27	35	52	23	34
HORVU.MOREX.r3.2HG0174530	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174550	172	135	133	118	87	104
HORVU.MOREX.r3.2HG0174560	1687	1109	1382	1403	1141	1336
HORVU.MOREX.r3.2HG0174570	848	668	681	700	609	908
HORVU.MOREX.r3.2HG0174600	0	0	4	0	0	0
HORVU.MOREX.r3.2HG0174610	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174620	674	550	437	672	470	666
HORVU.MOREX.r3.2HG0174630	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174650	585	417	410	383	413	412
HORVU.MOREX.r3.2HG0174680	1400	1276	846	1272	796	1079
HORVU.MOREX.r3.2HG0174700	2	0	2	2	0	0
HORVU.MOREX.r3.2HG0174740	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174750	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174760	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174770	740	678	500	598	622	596
HORVU.MOREX.r3.2HG0174810	6	0	8	12	2	8
HORVU.MOREX.r3.2HG0174820	1682	1470	1207	1772	1269	1762
HORVU.MOREX.r3.2HG0174840	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174850	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174860	4	0	0	2	2	2
HORVU.MOREX.r3.2HG0174880	0	2	2	0	0	4
HORVU.MOREX.r3.2HG0174890	4	0	0	4	0	2
HORVU.MOREX.r3.2HG0174920	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0174930	532	334	299	381	275	388
HORVU.MOREX.r3.2HG0174980	11	6	2	2	3	2
HORVU.MOREX.r3.2HG0174990	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175000	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175010	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175020	38	12	18	53	69	54
HORVU.MOREX.r3.2HG0175040	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175070	200	207	188	186	199	250
HORVU.MOREX.r3.2HG0175090	5	6	5	2	2	8
HORVU.MOREX.r3.2HG0175100	3	2	2	10	4	4
HORVU.MOREX.r3.2HG0175110	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175130	0	1	0	0	2	0
HORVU.MOREX.r3.2HG0175150	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175170	245	314	230	241	144	204
HORVU.MOREX.r3.2HG0175180	100	47	75	60	55	69
HORVU.MOREX.r3.2HG0175210	538	363	429	349	350	358
HORVU.MOREX.r3.2HG0175220	5360	2635	2715	6768	4474	6202
HORVU.MOREX.r3.2HG0175290	506	224	221	346	264	260
HORVU.MOREX.r3.2HG0175320	905	729	603	674	633	675
HORVU.MOREX.r3.2HG0175340	0	2	0	0	0	0
HORVU.MOREX.r3.2HG0175350	11	2	4	6	6	2
HORVU.MOREX.r3.2HG0175380	16	6	14	12	8	18
HORVU.MOREX.r3.2HG0175420	1935	1422	1508	1782	1536	2219
HORVU.MOREX.r3.2HG0175440	3088	2570	2393	2553	2147	2783
HORVU.MOREX.r3.2HG0175450	0	4	4	0	2	0
HORVU.MOREX.r3.2HG0175460	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175510	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175520	0	0	2	2	0	7
HORVU.MOREX.r3.2HG0175530	44	25	21	64	31	46
HORVU.MOREX.r3.2HG0175540	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175550	4	3	2	5	0	4
HORVU.MOREX.r3.2HG0175560	368	94	178	389	199	317
HORVU.MOREX.r3.2HG0175570	24166	19225	20003	22198	18307	22925
HORVU.MOREX.r3.2HG0175580	2019	405	1503	1007	162	614
HORVU.MOREX.r3.2HG0175590	36	22	15	29	26	40
HORVU.MOREX.r3.2HG0175630	1284	1634	1082	1796	1331	1679
HORVU.MOREX.r3.2HG0175640	164	142	126	131	136	162
HORVU.MOREX.r3.2HG0175670	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175690	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175700	2412	2306	1968	3083	2181	2915
HORVU.MOREX.r3.2HG0175710	289	247	260	359	338	315
HORVU.MOREX.r3.2HG0175730	743	493	485	583	397	636
HORVU.MOREX.r3.2HG0175760	6	6	12	9	15	109
HORVU.MOREX.r3.2HG0175770	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175780	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175790	0	0	1	0	0	0
HORVU.MOREX.r3.2HG0175820	0	2	0	0	3	2
HORVU.MOREX.r3.2HG0175850	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175910	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175930	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0175970	1314	864	897	771	789	972
HORVU.MOREX.r3.2HG0175990	4	0	2	2	1	5
HORVU.MOREX.r3.2HG0176000	10007	9800	7339	8655	9008	8630
HORVU.MOREX.r3.2HG0176010	1393	2617	1794	1807	1922	2004
HORVU.MOREX.r3.2HG0176020	12	17	31	19	11	28
HORVU.MOREX.r3.2HG0176030	1187	1906	1280	1213	1281	1384
HORVU.MOREX.r3.2HG0176040	3	4	4	15	12	6
HORVU.MOREX.r3.2HG0176050	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176070	10	0	8	2	4	4
HORVU.MOREX.r3.2HG0176090	1218	1192	951	1236	1024	1099
HORVU.MOREX.r3.2HG0176100	135	43	116	106	87	101
HORVU.MOREX.r3.2HG0176180	4005	4804	4753	4298	4746	6161
HORVU.MOREX.r3.2HG0176200	2	9	2	24	6	14
HORVU.MOREX.r3.2HG0176220	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176240	653	580	412	608	559	541
HORVU.MOREX.r3.2HG0176250	68	125	48	32	59	36
HORVU.MOREX.r3.2HG0176270	0	0	0	0	0	2
HORVU.MOREX.r3.2HG0176280	681	471	510	811	528	661
HORVU.MOREX.r3.2HG0176290	824	410	567	610	553	658
HORVU.MOREX.r3.2HG0176300	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176310	84	66	64	124	109	143
HORVU.MOREX.r3.2HG0176340	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176390	7354	6129	5488	5131	5494	7077
HORVU.MOREX.r3.2HG0176400	2122	3713	2578	2397	2764	3082
HORVU.MOREX.r3.2HG0176420	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176440	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176480	0	7	3	5	6	2
HORVU.MOREX.r3.2HG0176490	331	285	193	397	366	352
HORVU.MOREX.r3.2HG0176500	1576	1043	783	1123	899	974
HORVU.MOREX.r3.2HG0176510	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176550	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176560	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176570	1124	931	793	1350	900	1089
HORVU.MOREX.r3.2HG0176580	0	0	0	0	0	2
HORVU.MOREX.r3.2HG0176600	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176640	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176650	62	49	64	93	52	77
HORVU.MOREX.r3.2HG0176660	1074	915	776	1117	902	1259
HORVU.MOREX.r3.2HG0176670	2835	2383	2115	2762	1899	2582
HORVU.MOREX.r3.2HG0176680	2158	1455	1548	1901	1523	2155
HORVU.MOREX.r3.2HG0176700	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176710	670	411	496	480	434	726
HORVU.MOREX.r3.2HG0176730	1344	1058	966	2054	1036	1575
HORVU.MOREX.r3.2HG0176770	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176790	18	12	6	8	4	11
HORVU.MOREX.r3.2HG0176800	469	395	412	478	443	480
HORVU.MOREX.r3.2HG0176810	1648	1897	1247	1582	1300	1600
HORVU.MOREX.r3.2HG0176860	724	704	643	541	566	672
HORVU.MOREX.r3.2HG0176870	90	62	86	133	57	130
HORVU.MOREX.r3.2HG0176900	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176910	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176920	7	4	5	2	4	14
HORVU.MOREX.r3.2HG0176930	2716	3400	3174	2147	2014	2645
HORVU.MOREX.r3.2HG0176940	3789	20	256	54	26	50
HORVU.MOREX.r3.2HG0176950	134	61	117	176	93	181
HORVU.MOREX.r3.2HG0176960	211	135	159	232	156	189
HORVU.MOREX.r3.2HG0176970	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176980	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0176990	4479	2641	3611	5988	2979	4926
HORVU.MOREX.r3.2HG0177000	788	614	692	1002	549	836
HORVU.MOREX.r3.2HG0177020	307	210	221	245	201	256
HORVU.MOREX.r3.2HG0177030	160	112	166	138	97	126
HORVU.MOREX.r3.2HG0177040	0	0	0	0	0	1
HORVU.MOREX.r3.2HG0177050	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0177080	19	23	30	15	24	18
HORVU.MOREX.r3.2HG0177110	1769	1407	1128	1441	1623	1697
HORVU.MOREX.r3.2HG0177120	252	260	175	259	210	207
HORVU.MOREX.r3.2HG0177240	209	257	159	186	166	213
HORVU.MOREX.r3.2HG0177260	23	12	11	24	14	20
HORVU.MOREX.r3.2HG0177270	57	125	29	54	44	31
HORVU.MOREX.r3.2HG0177280	0	0	0	1	0	0
HORVU.MOREX.r3.2HG0177290	1	2	5	8	7	8
HORVU.MOREX.r3.2HG0177300	151	133	74	198	72	133
HORVU.MOREX.r3.2HG0177310	325	380	294	334	297	317
HORVU.MOREX.r3.2HG0177320	779	775	801	730	863	1060
HORVU.MOREX.r3.2HG0177340	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0177360	449	615	281	357	521	383
HORVU.MOREX.r3.2HG0177370	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0177410	14	4	6	16	10	4
HORVU.MOREX.r3.2HG0177420	405	419	346	366	379	394
HORVU.MOREX.r3.2HG0177440	2	2	4	2	2	0
HORVU.MOREX.r3.2HG0177450	74	70	64	110	41	81
HORVU.MOREX.r3.2HG0177460	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0177470	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0177480	0	5	0	0	1	0
HORVU.MOREX.r3.2HG0177510	5318	4189	4757	5647	4301	5815
HORVU.MOREX.r3.2HG0177520	469	286	337	460	360	392
HORVU.MOREX.r3.2HG0177540	589	528	462	458	429	574
HORVU.MOREX.r3.2HG0177550	11395	30153	13479	17765	20848	18324
HORVU.MOREX.r3.2HG0177560	256	191	162	276	138	280
HORVU.MOREX.r3.2HG0177570	849	1044	762	879	729	893
HORVU.MOREX.r3.2HG0177590	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0177600	76	109	84	131	99	100
HORVU.MOREX.r3.2HG0177640	5944	13598	8880	9656	10389	13334
HORVU.MOREX.r3.2HG0177650	20	8	3	28	8	23
HORVU.MOREX.r3.2HG0177660	379	387	502	497	264	312
HORVU.MOREX.r3.2HG0177670	1511	1078	762	1095	1205	1264
HORVU.MOREX.r3.2HG0177680	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0177740	664	434	358	791	339	490
HORVU.MOREX.r3.2HG0177780	2795	2360	2099	2396	2144	2533
HORVU.MOREX.r3.2HG0177790	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0177810	2483	2168	1710	1955	2140	2001
HORVU.MOREX.r3.2HG0177820	1358	1313	1330	1477	1193	1506
HORVU.MOREX.r3.2HG0177830	1553	1220	1320	1434	1078	1476
HORVU.MOREX.r3.2HG0177860	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0177920	0	0	4	2	0	0
HORVU.MOREX.r3.2HG0177930	2	0	0	4	2	2
HORVU.MOREX.r3.2HG0177940	4	4	2	6	4	8
HORVU.MOREX.r3.2HG0177960	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0177980	140	51	52	127	47	64
HORVU.MOREX.r3.2HG0177990	83	9	40	56	17	37
HORVU.MOREX.r3.2HG0178000	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178010	1945	1134	2319	3512	2585	3816
HORVU.MOREX.r3.2HG0178020	2153	1376	2397	5661	2274	3341
HORVU.MOREX.r3.2HG0178030	145	105	131	126	95	96
HORVU.MOREX.r3.2HG0178040	0	2	0	2	1	0
HORVU.MOREX.r3.2HG0178050	285	435	230	197	378	497
HORVU.MOREX.r3.2HG0178060	0	4	2	2	2	8
HORVU.MOREX.r3.2HG0178070	0	0	0	0	0	2
HORVU.MOREX.r3.2HG0178080	1562	5935	1942	2863	3215	2669
HORVU.MOREX.r3.2HG0178090	12	20	11	39	16	25
HORVU.MOREX.r3.2HG0178100	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178110	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178120	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178130	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178140	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178150	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178160	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178170	2	0	0	0	0	3
HORVU.MOREX.r3.2HG0178180	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178210	65	49	60	54	49	60
HORVU.MOREX.r3.2HG0178240	10	12	10	4	0	10
HORVU.MOREX.r3.2HG0178250	1128	978	788	716	757	933
HORVU.MOREX.r3.2HG0178290	3059	2972	2069	2645	2293	2678
HORVU.MOREX.r3.2HG0178350	115	40	72	33	49	88
HORVU.MOREX.r3.2HG0178400	1446	989	1367	1237	1056	1336
HORVU.MOREX.r3.2HG0178420	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178430	594	495	439	458	545	512
HORVU.MOREX.r3.2HG0178440	1528	993	965	932	1198	1318
HORVU.MOREX.r3.2HG0178450	11	15	8	2	2	5
HORVU.MOREX.r3.2HG0178460	38	75	32	64	30	35
HORVU.MOREX.r3.2HG0178470	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178480	24	92	20	56	57	42
HORVU.MOREX.r3.2HG0178500	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178520	1896	2445	2011	3437	2523	2883
HORVU.MOREX.r3.2HG0178540	365	409	300	306	318	391
HORVU.MOREX.r3.2HG0178550	1227	1281	1074	1512	1281	1568
HORVU.MOREX.r3.2HG0178560	1188	1027	931	1495	1044	1220
HORVU.MOREX.r3.2HG0178580	21598	25590	29343	17272	21171	28281
HORVU.MOREX.r3.2HG0178590	135	118	91	245	100	103
HORVU.MOREX.r3.2HG0178600	43	76	57	60	85	149
HORVU.MOREX.r3.2HG0178620	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178630	6	4	0	11	2	2
HORVU.MOREX.r3.2HG0178640	0	4	0	0	0	0
HORVU.MOREX.r3.2HG0178660	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178680	55	44	32	60	48	49
HORVU.MOREX.r3.2HG0178690	99971	125408	107034	117644	91144	134886
HORVU.MOREX.r3.2HG0178700	12	7	13	19	29	12
HORVU.MOREX.r3.2HG0178720	167	190	194	183	204	207
HORVU.MOREX.r3.2HG0178740	187	145	135	252	151	222
HORVU.MOREX.r3.2HG0178750	550	444	453	561	618	680
HORVU.MOREX.r3.2HG0178760	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178780	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178800	52	33	27	46	30	29
HORVU.MOREX.r3.2HG0178810	168	127	148	122	113	128
HORVU.MOREX.r3.2HG0178820	6819	5462	4728	7501	5015	7043
HORVU.MOREX.r3.2HG0178840	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178850	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178880	249	149	210	328	161	270
HORVU.MOREX.r3.2HG0178900	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178910	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0178930	1454	1913	1369	1808	1452	2085
HORVU.MOREX.r3.2HG0178940	0	0	0	0	0	2
HORVU.MOREX.r3.2HG0178960	983	1254	895	818	971	1055
HORVU.MOREX.r3.2HG0178990	179	133	142	110	150	175
HORVU.MOREX.r3.2HG0179060	4	0	0	0	0	0
HORVU.MOREX.r3.2HG0179100	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179110	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179120	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179190	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179200	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179210	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179260	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179270	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179290	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179310	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179320	180	259	180	238	261	259
HORVU.MOREX.r3.2HG0179330	1881	1530	1229	1379	1544	1546
HORVU.MOREX.r3.2HG0179360	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179400	709	579	471	695	719	828
HORVU.MOREX.r3.2HG0179410	262	143	180	155	183	194
HORVU.MOREX.r3.2HG0179430	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179460	2082	1132	1331	2268	1498	1980
HORVU.MOREX.r3.2HG0179480	128	91	73	111	83	113
HORVU.MOREX.r3.2HG0179520	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179540	341	214	222	350	184	294
HORVU.MOREX.r3.2HG0179550	99	75	80	63	106	85
HORVU.MOREX.r3.2HG0179560	1708	1821	1351	1027	1157	1436
HORVU.MOREX.r3.2HG0179570	1905	1465	1374	1289	1576	1927
HORVU.MOREX.r3.2HG0179580	1330	915	1044	1481	1236	1233
HORVU.MOREX.r3.2HG0179640	5896	2819	3549	2148	2371	2410
HORVU.MOREX.r3.2HG0179650	3320	2087	2562	3218	2385	3269
HORVU.MOREX.r3.2HG0179660	485	385	311	388	377	406
HORVU.MOREX.r3.2HG0179670	998	703	931	876	733	901
HORVU.MOREX.r3.2HG0179680	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179690	2961	2312	1869	2547	2352	2506
HORVU.MOREX.r3.2HG0179700	12	1	6	4	6	2
HORVU.MOREX.r3.2HG0179740	0	2	2	4	0	0
HORVU.MOREX.r3.2HG0179780	1	1	0	0	4	1
HORVU.MOREX.r3.2HG0179790	20	10	6	16	10	8
HORVU.MOREX.r3.2HG0179810	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179870	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179890	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179900	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179910	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0179920	0	0	0	0	1	0
HORVU.MOREX.r3.2HG0179930	30	26	18	20	35	37
HORVU.MOREX.r3.2HG0179940	862	948	723	872	782	890
HORVU.MOREX.r3.2HG0179950	4605	5271	3501	5651	4352	5121
HORVU.MOREX.r3.2HG0179970	1634	1406	1393	1528	1373	1712
HORVU.MOREX.r3.2HG0180010	0	0	2	0	2	0
HORVU.MOREX.r3.2HG0180020	27	46	37	34	45	83
HORVU.MOREX.r3.2HG0180030	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180040	230	201	192	131	230	192
HORVU.MOREX.r3.2HG0180060	291	268	212	268	275	233
HORVU.MOREX.r3.2HG0180080	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180090	452	377	407	431	290	450
HORVU.MOREX.r3.2HG0180100	25	14	8	28	10	13
HORVU.MOREX.r3.2HG0180110	148	162	107	213	133	172
HORVU.MOREX.r3.2HG0180180	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180210	2	5	4	4	4	6
HORVU.MOREX.r3.2HG0180240	72	127	78	188	92	82
HORVU.MOREX.r3.2HG0180250	1073	3102	1120	1629	1673	1920
HORVU.MOREX.r3.2HG0180280	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180310	2	0	0	6	0	0
HORVU.MOREX.r3.2HG0180320	998	685	486	1017	796	884
HORVU.MOREX.r3.2HG0180340	0	0	1	1	0	0
HORVU.MOREX.r3.2HG0180360	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180380	128	88	82	141	88	102
HORVU.MOREX.r3.2HG0180410	4	2	4	4	0	4
HORVU.MOREX.r3.2HG0180420	26	10	23	16	19	6
HORVU.MOREX.r3.2HG0180430	7	5	16	10	1	23
HORVU.MOREX.r3.2HG0180440	585	496	566	667	504	662
HORVU.MOREX.r3.2HG0180450	1178	2103	1411	1769	1727	2093
HORVU.MOREX.r3.2HG0180460	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180480	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180490	1630	1047	1195	1475	1071	1423
HORVU.MOREX.r3.2HG0180500	2575	2398	2744	2651	2024	2848
HORVU.MOREX.r3.2HG0180510	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180530	15	7	23	35	32	25
HORVU.MOREX.r3.2HG0180550	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180580	354	352	252	424	248	363
HORVU.MOREX.r3.2HG0180590	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180630	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180650	0	0	0	1	0	0
HORVU.MOREX.r3.2HG0180660	0	1	0	0	0	0
HORVU.MOREX.r3.2HG0180670	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180680	801	741	620	488	571	716
HORVU.MOREX.r3.2HG0180690	247	203	248	301	247	352
