logFC	logCPM	LR	PValue	FDR
HORVU.MOREX.r3.6HG0569900	4.7343926887558	-3.06076414407469	11.5252893924443	0.000686557623837496	0.38874664423289
HORVU.MOREX.r3.2HG0114390	-1.47075235540986	3.49651960516569	11.476375199688	0.000704864711914843	0.389872081392551
HORVU.MOREX.r3.2HG0203800	-3.72255286850164	3.11298181437434	11.4609060660046	0.000710756372389998	0.389872081392551
HORVU.MOREX.r3.7HG0751620	4.38503127991909	-3.21599497121042	11.4185354885156	0.000727149909213827	0.392728072505548
HORVU.MOREX.r3.6HG0571970	1.49593342094481	-0.259660973323928	11.2629712850741	0.000790685461165012	0.420572784843317
HORVU.MOREX.r3.2HG0203620	-1.34785099920083	4.37305323586398	11.1413410013388	0.000844248369230521	0.442360944032935
HORVU.MOREX.r3.7HG0742500	-1.10529298875568	0.483694881696234	11.105412177703	0.000860761569132141	0.444380818322838
HORVU.MOREX.r3.5HG0481870	2.93030096802984	-1.92686491199241	11.0779122967725	0.000873621032047233	0.444483187696379
HORVU.MOREX.r3.5HG0466340	-1.95924141858424	-0.70101005609279	11.0134598332323	0.000904526522772995	0.447382799925292
HORVU.MOREX.r3.2HG0136700	-4.91456531555152	-2.96846424688327	11.0128837410193	0.000904807690841901	0.447382799925292
HORVU.MOREX.r3.7HG0641810	3.67004272679187	-2.2943086996637	10.9152309589389	0.000953768244369287	0.461486623645767
HORVU.MOREX.r3.3HG0240970	-1.26566209584467	0.96022644960653	10.9038944347033	0.000959622956934455	0.461486623645767
HORVU.MOREX.r3.7HG0738820	-0.988392232990966	2.13113615151997	10.8743879035213	0.000975032480405641	0.462560679150276
HORVU.MOREX.r3.2HG0106390	4.26088337384857	-1.00372543234892	10.8276724681671	0.000999942591131937	0.463069543357448
HORVU.MOREX.r3.2HG0110070	-4.37166294771856	-3.21962875495432	10.8229684159903	0.00100248633553142	0.463069543357448
HORVU.MOREX.r3.1HG0050070	-0.880124789092634	7.35030653065388	10.7565522548743	0.00103910777553251	0.47112509467444
HORVU.MOREX.r3.4HG0398860	5.06650362191352	-2.88238431234073	10.7429634655643	0.00104676572052089	0.47112509467444
HORVU.MOREX.r3.5HG0513740	0.981253649556893	3.9267185923493	10.6994864841152	0.0010716527574267	0.47622078104078
HORVU.MOREX.r3.7HG0735220	4.79081916593446	-3.01988594470608	10.6350488790295	0.00110964351164259	0.486939313996558
HORVU.MOREX.r3.2HG0131740	-4.93247533913378	-2.96548577306458	10.6101450268752	0.00112468867930815	0.487448404639407
HORVU.MOREX.r3.6HG0549870	5.55416644373434	-2.60665481307714	10.5653609978978	0.00115226529726176	0.493310067386236
HORVU.MOREX.r3.7HG0737160	-2.45504193841727	-1.21178038300699	10.4704813958766	0.00121297106660863	0.513042918847743
HORVU.MOREX.r3.1HG0043530	-1.60819964840692	1.68666589633105	10.4091720144993	0.00125390952835537	0.524044617886234
HORVU.MOREX.r3.1HG0024140	4.78044957935702	-3.05267784345709	10.346121404365	0.00129747019514399	0.530449292699819
HORVU.MOREX.r3.2HG0176310	0.84377069662789	1.77107776895711	10.3333293680549	0.0013064932440542	0.530449292699819
HORVU.MOREX.r3.1HG0016100	4.59881981772901	-3.11528261094234	10.3102055120204	0.00132296549395226	0.530449292699819
HORVU.MOREX.r3.2HG0172640	0.805213845985548	5.86181840278316	10.2707986869957	0.00135152282914721	0.530449292699819
HORVU.MOREX.r3.4HG0332150	4.88704124308369	-3.00340635021201	10.2594528337337	0.00135986006459944	0.530449292699819
HORVU.MOREX.r3.7HG0721610	1.41324458429729	-0.485310768178481	10.2594068898239	0.00135989393103697	0.530449292699819
HORVU.MOREX.r3.4HG0390530	4.90295123240708	-3.00083496919072	10.2109180717073	0.00139611656437155	0.537634466269496
HORVU.MOREX.r3.2HG0105080	1.96733795962363	-0.91432103399583	10.1612796930763	0.0014342103469368	0.537634466269496
HORVU.MOREX.r3.1HG0056630	5.50552361232903	-1.58513654691436	10.1601688925896	0.00143507473856934	0.537634466269496
HORVU.MOREX.r3.3HG0322360	1.59779388158096	2.43908327348229	10.1252661264742	0.00146250540654392	0.537634466269496
HORVU.MOREX.r3.5HG0483790	-2.57195802254046	-1.72136899444439	10.1038598826686	0.00147959099987386	0.537634466269496
HORVU.MOREX.r3.4HG0383310	4.64087025777034	-3.10833222565764	10.101628775206	0.00148138337060759	0.537634466269496
HORVU.MOREX.r3.1HG0063840	-4.82742047760305	-3.04606642657765	10.0964943056976	0.00148551652789099	0.537634466269496
HORVU.MOREX.r3.7HG0660850	-1.16866690462952	2.03132382401209	10.0202819588451	0.00154825764607438	0.545473476248549
HORVU.MOREX.r3.5HG0508610	2.2799444684482	-1.10268595748759	10.0171440750985	0.00155089765328133	0.545473476248549
HORVU.MOREX.r3.2HG0198780	1.74846799185762	-1.33442707590621	9.99693166766552	0.00156801265500416	0.545473476248549
HORVU.MOREX.r3.5HG0511140	-2.34271098798317	7.17548986039786	9.9953877910726	0.00156932778160723	0.545473476248549
HORVU.MOREX.r3.6HG0618640	0.924528005191327	3.18039895413052	9.96938874357679	0.00159164324792692	0.547806155507083
HORVU.MOREX.r3.2HG0122360	-1.26029541388059	7.46838473395025	9.92098035292531	0.00163405321706198	0.556942448914348
HORVU.MOREX.r3.5HG0503620	4.70405304199484	-3.09808778671099	9.87128693855751	0.00167878042428986	0.566685245914612
HORVU.MOREX.r3.3HG0228020	-2.77206146872302	5.37571948082727	9.81829848035281	0.00172784117190252	0.575906040334754
HORVU.MOREX.r3.7HG0677990	-0.7910906014104	2.7932262056045	9.79348114442439	0.00175131604452572	0.575906040334754
HORVU.MOREX.r3.5HG0450250	-5.34631463247273	-2.74707285111419	9.78929136392574	0.00175531095299432	0.575906040334754
HORVU.MOREX.r3.4HG0338670	2.12645227881476	-0.49464401874985	9.75948066387967	0.00178400299854087	0.579900085803479
HORVU.MOREX.r3.1HG0007240	2.97512320669741	-2.67174892783701	9.72505959604505	0.00181772426459633	0.582044126621724
HORVU.MOREX.r3.2HG0176200	2.97436389586204	-0.313079159652238	9.71896879920134	0.00182375815895829	0.582044126621724
HORVU.MOREX.r3.5HG0502520	-4.09509981233935	-3.32915614805663	9.61841934505618	0.00192635460033209	0.605264360740979
HORVU.MOREX.r3.2HG0123550	0.600283870855849	3.68557619805121	9.61399813293552	0.00193099778963681	0.605264360740979
HORVU.MOREX.r3.4HG0405960	4.37844396004821	-3.21674487648622	9.57189069794125	0.00197579195315266	0.613824356702453
HORVU.MOREX.r3.6HG0557920	-0.898177048591235	2.52893010198897	9.54727442335791	0.00200246541325773	0.616653954366893
HORVU.MOREX.r3.7HG0654230	-2.97139399918306	-2.70944470447186	9.49926132086778	0.00205554633504696	0.61837788027177
HORVU.MOREX.r3.5HG0433220	1.03075610155544	1.24211738340597	9.4988892664564	0.00205596318318716	0.61837788027177
HORVU.MOREX.r3.7HG0742210	-1.36695849499794	4.43736806596485	9.49448225186647	0.0020609073090582	0.61837788027177
HORVU.MOREX.r3.7HG0636060	-1.22667176333189	0.00548063930382274	9.47085129976436	0.00208762471302619	0.618976795513649
HORVU.MOREX.r3.4HG0343990	-0.690070298562452	7.15003287428331	9.45451299386004	0.00210630210124672	0.618976795513649
HORVU.MOREX.r3.2HG0153750	-0.550988954890598	5.16699354998075	9.4462623050455	0.00211579830973731	0.618976795513649
HORVU.MOREX.r3.2HG0167350	-0.908464756901901	2.82925382502958	9.42108631945052	0.002145044097968	0.622346430605493
HORVU.MOREX.r3.6HG0616850	2.18608109844988	-0.713720771571454	9.40169381108653	0.00216785076912941	0.623807943451286
HORVU.MOREX.r3.2HG0204690	-1.09395685284377	4.77221598649626	9.35568891917599	0.00222294396267791	0.634460737835534
HORVU.MOREX.r3.2HG0190040	-0.666147451684709	6.43761703039693	9.30504654372113	0.0022852350100454	0.646979518247209
HORVU.MOREX.r3.5HG0509680	-2.6102091274127	-1.46293196378942	9.26122960834964	0.00234055826172754	0.657341106689655
HORVU.MOREX.r3.1HG0087860	-1.03854108916016	1.49293107305154	9.18749394439894	0.00243674287073478	0.67892297793663
HORVU.MOREX.r3.4HG0335740	4.46435910357392	-3.16925880479841	9.15340703889718	0.00248255398706948	0.686021113705752
HORVU.MOREX.r3.4HG0412930	2.97794061992335	-2.16631114608711	9.1328549608862	0.00251059637943149	0.686021113705752
HORVU.MOREX.r3.3HG0281130	2.99688657044013	-2.12534165896833	9.11582282165451	0.00253407946671968	0.686021113705752
HORVU.MOREX.r3.3HG0308270	1.02345026365734	4.93661321374969	9.08250391016355	0.00258066469496022	0.686021113705752
HORVU.MOREX.r3.2HG0118240	3.46453782347835	-1.05176048100477	9.07520871207898	0.0025909800287752	0.686021113705752
HORVU.MOREX.r3.5HG0428970	0.946464743947135	2.44467770292518	9.07362905391808	0.00259321915594846	0.686021113705752
HORVU.MOREX.r3.3HG0314780	-0.946879096079433	4.50753225159976	9.06955088479397	0.00259900894783983	0.686021113705752
HORVU.MOREX.r3.5HG0455820	-1.77962739647314	2.21107911621634	8.98669748401754	0.00271952043958255	0.711487780106714
HORVU.MOREX.r3.3HG0299950	-1.17009626392456	7.76602355106954	8.97564236449362	0.00273602376557872	0.711487780106714
HORVU.MOREX.r3.4HG0385040	-0.601250193479122	5.12676874188802	8.96040289259558	0.00275894043970127	0.712171787324652
HORVU.MOREX.r3.5HG0517250	1.68391141215055	2.19401959010687	8.85355205362876	0.00292519074089889	0.749574789416032
HORVU.MOREX.r3.2HG0120030	-0.586605323827626	5.01950690014915	8.78758245109477	0.0030328790961671	0.771538069203203
HORVU.MOREX.r3.7HG0670350	-0.560557003810644	3.66521136976139	8.76669750294097	0.00306780420155639	0.773185140863148
HORVU.MOREX.r3.4HG0410500	4.41950752532261	-3.21081394612975	8.75744789532112	0.00308340225946678	0.773185140863148
HORVU.MOREX.r3.6HG0540160	-1.52560002701168	2.72149574739473	8.73409074327264	0.00312315017847447	0.773972865826905
HORVU.MOREX.r3.7HG0742480	-1.29370364140975	-0.239993384767775	8.72972499298126	0.00313063712605881	0.773972865826905
HORVU.MOREX.r3.4HG0338060	-1.50094230974774	3.87402882776913	8.68206648679725	0.00321356405132584	0.782753498463929
HORVU.MOREX.r3.3HG0319100	1.94928341839022	6.0289290585118	8.66856998851586	0.00323745140772259	0.782753498463929
HORVU.MOREX.r3.1HG0079940	-0.916034789938161	3.3344165319099	8.65753922117229	0.00325710864855575	0.782753498463929
HORVU.MOREX.r3.3HG0257620	-1.67476353463869	-1.9290246584028	8.64650290407736	0.00327689718385705	0.782753498463929
HORVU.MOREX.r3.6HG0622770	6.16427180899489	1.12821116184797	8.63975017227555	0.00328906529905816	0.782753498463929
HORVU.MOREX.r3.1HG0094770	-0.85495391568104	2.38954760407596	8.62172358383424	0.00332177381507154	0.782753498463929
HORVU.MOREX.r3.3HG0307250	1.99123101390024	0.234212855229444	8.62147243153922	0.00332223184843404	0.782753498463929
HORVU.MOREX.r3.7HG0747520	1.76160513920297	0.112006546738236	8.59770714655529	0.003365864986284	0.787747041389907
HORVU.MOREX.r3.1HG0015670	4.29785075264452	-3.26415139841903	8.54975647021689	0.00345568454178516	0.79957999685547
HORVU.MOREX.r3.6HG0601510	1.69658211387626	3.53384674670818	8.54644491806931	0.00346197685643569	0.79957999685547
HORVU.MOREX.r3.7HG0709350	-0.808610531585756	2.85136041165501	8.51707827851274	0.00351828892073082	0.804552298993245
HORVU.MOREX.r3.4HG0401080	-5.70358678686312	-2.50631078145954	8.51137063821445	0.00352934125348828	0.804552298993245
HORVU.MOREX.r3.5HG0525790	-0.568263265379735	4.79673202118176	8.48557900731392	0.00357972632244745	0.81077336952155
HORVU.MOREX.r3.6HG0622790	8.84252913735756	-0.0124609362442735	8.4693778293444	0.00361174945260333	0.812782540276234
HORVU.MOREX.r3.3HG0250290	-4.05482207982963	-3.33580360244017	8.37760965848634	0.00379871704675172	0.830751085171486
HORVU.MOREX.r3.6HG0545780	1.08985493655014	3.1720840194842	8.37736231663927	0.00379923406139355	0.830751085171486
HORVU.MOREX.r3.3HG0255820	0.732132668498543	4.6605969780346	8.35729411043072	0.00384142170981887	0.830751085171486
HORVU.MOREX.r3.4HG0354230	-2.28300016259119	-2.56078096539951	8.35421104657724	0.00384794506816472	0.830751085171486
HORVU.MOREX.r3.1HG0057980	-0.513827050703319	4.22321349499856	8.34969073191412	0.00385752984032509	0.830751085171486
HORVU.MOREX.r3.2HG0161500	3.90165765786122	-3.39225672495266	8.34125082189792	0.00387549069179854	0.830751085171486
HORVU.MOREX.r3.6HG0614220	-4.2703084335125	-3.26884261940869	8.33346084995192	0.00389214391590024	0.830751085171486
HORVU.MOREX.r3.2HG0209290	1.26001330109524	-1.1470323057105	8.33082366747362	0.00389779810393153	0.830751085171486
HORVU.MOREX.r3.5HG0466420	-2.48766911532369	-2.44384222024474	8.29671246095818	0.00397169107959039	0.830751085171486
HORVU.MOREX.r3.7HG0732770	-1.44496025983564	0.0213827829156283	8.28906586587811	0.00398845005898057	0.830751085171486
HORVU.MOREX.r3.7HG0732230	-3.1618673670409	-0.140249793330325	8.276492432257	0.00401616373897564	0.830751085171486
HORVU.MOREX.r3.7HG0710150	4.05826056696095	-3.33460312475956	8.27623019027358	0.0040167438398798	0.830751085171486
HORVU.MOREX.r3.1HG0091770	3.60482012230576	-2.8158461153436	8.27319756798059	0.00402345844784135	0.830751085171486
HORVU.MOREX.r3.7HG0728560	4.06442381820151	-3.33356028374024	8.25887215646098	0.00405533145835183	0.830751085171486
HORVU.MOREX.r3.6HG0549950	-4.10209452847162	-3.32845196206302	8.24673684700113	0.0040825326087769	0.830751085171486
HORVU.MOREX.r3.5HG0492510	0.697386578915879	3.54938894419071	8.23668561676398	0.0041052028595117	0.830751085171486
HORVU.MOREX.r3.2HG0198290	4.08225013903781	-3.33086042966266	8.21138472800918	0.00416283709608241	0.830751085171486
HORVU.MOREX.r3.3HG0222380	-1.23795426350137	3.00212337766246	8.21081588852985	0.00416414230893602	0.830751085171486
HORVU.MOREX.r3.3HG0244960	1.46042921424199	-0.409693874948859	8.19175187742113	0.00420812678030122	0.830751085171486
HORVU.MOREX.r3.1HG0075640	-4.12907781928736	-3.32483414638913	8.18593509949134	0.00422164117788888	0.830751085171486
HORVU.MOREX.r3.5HG0510780	4.09440483670793	-3.32905336294708	8.1819281513098	0.00423097640131829	0.830751085171486
HORVU.MOREX.r3.5HG0501420	4.09567366190896	-3.32877154562189	8.17936997243451	0.0042369473282709	0.830751085171486
HORVU.MOREX.r3.7HG0683600	-1.59047669592334	0.338010694227594	8.136492942174	0.00433831119294831	0.830751085171486
HORVU.MOREX.r3.3HG0308740	4.11522156521764	-3.32606668720457	8.13607706044141	0.00433930635772359	0.830751085171486
HORVU.MOREX.r3.4HG0335910	-0.986572578889865	2.75351251426416	8.11591037011954	0.00438784322197935	0.830751085171486
HORVU.MOREX.r3.5HG0501270	1.55488213089035	-1.74178840361607	8.1141741632103	0.00439204765203596	0.830751085171486
HORVU.MOREX.r3.2HG0215760	4.12838586361326	-3.32425637994236	8.10967556950991	0.00440296062028336	0.830751085171486
HORVU.MOREX.r3.7HG0728580	1.35004619220742	4.16962595621003	8.10576339032432	0.00441247346967296	0.830751085171486
HORVU.MOREX.r3.7HG0657600	-0.997065541655354	1.40558990536377	8.09705525873117	0.00443372335164154	0.830751085171486
HORVU.MOREX.r3.5HG0486320	3.28684082810507	-1.23287659891964	8.09423822592876	0.00444061985398104	0.830751085171486
HORVU.MOREX.r3.3HG0330820	-1.39358091345583	6.07809294388208	8.09123545449927	0.00444798309824715	0.830751085171486
HORVU.MOREX.r3.6HG0628250	3.21651825707887	-2.96640269793886	8.09088370022101	0.00444884646534038	0.830751085171486
HORVU.MOREX.r3.3HG0249400	-0.9145053827141	8.60054706614431	8.07395799987353	0.00449059221572369	0.834109684260296
HORVU.MOREX.r3.7HG0656640	-0.991015805886136	-0.00829559909075087	8.03533058495234	0.00458736371747378	0.839545299795447
HORVU.MOREX.r3.4HG0358820	-1.49596898866068	-1.38742015985255	8.02521996256258	0.00461304231021177	0.839545299795447
HORVU.MOREX.r3.3HG0222410	2.11588028963083	1.2601906634152	8.02147783041647	0.00462258351796826	0.839545299795447
HORVU.MOREX.r3.5HG0482430	0.700298524648524	6.14191144282389	8.01069280220675	0.00465019438587171	0.839545299795447
HORVU.MOREX.r3.3HG0269650	-1.83349383467227	-2.05983434054353	8.00895678136005	0.00465465446082536	0.839545299795447
HORVU.MOREX.r3.5HG0495640	-1.05911759115173	0.452930589222915	8.00557959449731	0.00466334340170091	0.839545299795447
HORVU.MOREX.r3.2HG0198680	-4.07850463091071	-3.33159992207541	7.92004316894545	0.00488901058350325	0.875359500574789
HORVU.MOREX.r3.4HG0390310	1.54979790214014	-1.51246941185134	7.90526529422316	0.00492911121411357	0.875359500574789
HORVU.MOREX.r3.3HG0292910	1.43078802061684	0.556149123612587	7.89368978105259	0.00496075600073021	0.875359500574789
HORVU.MOREX.r3.6HG0605250	-0.553070725597141	4.44339663351504	7.89323036630521	0.00496201619707124	0.875359500574789
HORVU.MOREX.r3.7HG0662380	4.92868285039272	-2.02637712408157	7.87097183803985	0.00502346478701978	0.878213408186422
HORVU.MOREX.r3.1HG0052880	-2.7483802175732	-0.0276778153247991	7.86700254278997	0.00503450392817071	0.878213408186422
HORVU.MOREX.r3.7HG0717870	-1.00711336309604	2.35895316688393	7.86028529087577	0.00505324185192438	0.878213408186422
HORVU.MOREX.r3.3HG0221460	0.920100128504649	3.65454266587523	7.76656005522683	0.00532223092334605	0.912415039731475
HORVU.MOREX.r3.5HG0519420	-0.547425637020605	4.8061642711182	7.76344149266867	0.00533142790537793	0.912415039731475
HORVU.MOREX.r3.4HG0401450	2.69187032196452	-2.82398078294395	7.7558110603853	0.00535399926464661	0.912415039731475
HORVU.MOREX.r3.7HG0707050	2.69187032196452	-2.82398078294395	7.7558110603853	0.00535399926464661	0.912415039731475
HORVU.MOREX.r3.6HG0606730	-3.89219146769417	-3.39435144196896	7.74210972639006	0.0053947736046143	0.913802985862329
HORVU.MOREX.r3.7HG0680040	-1.9380261157118	-2.10914496785761	7.72316019554842	0.00545168858002949	0.913802985862329
HORVU.MOREX.r3.5HG0441850	-3.90620213337822	-3.39224614808899	7.71451226555629	0.00547786575463985	0.913802985862329
HORVU.MOREX.r3.4HG0400980	0.725894129307267	3.49122700212265	7.71352135991247	0.00548087338607648	0.913802985862329
HORVU.MOREX.r3.2HG0141870	-1.30764641666	2.02988582047391	7.70590506905085	0.00550404689854522	0.913802985862329
HORVU.MOREX.r3.5HG0462880	-3.91361751035836	-3.39106552289514	7.70122942537455	0.00551832259450845	0.913802985862329
HORVU.MOREX.r3.6HG0543790	3.88624074492453	-3.39467348836455	7.67537982638883	0.0055979309055657	0.92128592772626
HORVU.MOREX.r3.6HG0595760	3.88933206339233	-3.39414628996321	7.66956580639514	0.00561599693879735	0.92128592772626
HORVU.MOREX.r3.4HG0403770	6.20313368190514	-2.26308344551295	7.65931870419452	0.00564798286930225	0.922223658649883
HORVU.MOREX.r3.1HG0067630	0.711665284443354	2.09544327179613	7.62579754043523	0.00575392191171834	0.935172141818445
HORVU.MOREX.r3.2HG0112600	1.86542574344887	-1.91247681435352	7.60862681015823	0.00580897047021039	0.938323170558719
HORVU.MOREX.r3.3HG0270240	1.67549675776526	1.51733425449068	7.60311148183546	0.00582676611353617	0.938323170558719
HORVU.MOREX.r3.5HG0511700	-1.48307680101188	-0.740262139271846	7.59062837942473	0.00586724950013102	0.939543455396666
HORVU.MOREX.r3.1HG0080730	-0.577166830915948	5.05403258709732	7.58430379238897	0.00588786988512694	0.939543455396666
HORVU.MOREX.r3.5HG0436270	-2.62795423099994	-2.87281233444241	7.56117301035426	0.00596391614175156	0.946677646288104
HORVU.MOREX.r3.3HG0313520	0.795759464322458	4.58635096678285	7.5466066602598	0.00601231893384639	0.946677646288104
HORVU.MOREX.r3.2HG0149820	0.571297012145122	4.38177993215218	7.54006462216654	0.00603418784456196	0.946677646288104
HORVU.MOREX.r3.5HG0480800	0.756351961681955	3.75675336696949	7.53037667855765	0.00606672217449307	0.946677646288104
