"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"HORVU.MOREX.r3.2HG0215010",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215040",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215050",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215060",34.6781003648654,6.21009646079304e-07,0.00144268821755695,0.782614162659242,0.999875898879627
"HORVU.MOREX.r3.2HG0215070",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215100",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215110",6367.57287227859,-6.95512714399227e-07,0.00144264687146897,0.904300652328212,0.999875898879627
"HORVU.MOREX.r3.2HG0215140",37.9104973731471,-3.9985200023916e-06,0.00144268667558989,0.159247602053736,0.999875898879627
"HORVU.MOREX.r3.2HG0215160",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215180",609.671615588782,-2.34952197885197e-05,0.00144271324194105,0.842430428144498,0.999875898879627
"HORVU.MOREX.r3.2HG0215190",20.1787225233063,-2.39729108795591e-06,0.0014426936397527,0.074572475948851,0.999875898879627
"HORVU.MOREX.r3.2HG0215200",251.375511088911,1.9009565129226e-05,0.0014427062205753,0.345575582987026,0.999875898879627
"HORVU.MOREX.r3.2HG0215220",580.850182973067,-3.65455669891172e-06,0.00144266067097942,0.476460083143244,0.999875898879627
"HORVU.MOREX.r3.2HG0215250",379.290405221198,-5.81991983312995e-06,0.00144268060858435,0.128846697745328,0.999875898879627
"HORVU.MOREX.r3.2HG0215280",3.38022725008125,5.19747546487179e-07,0.0014426944501618,0.453694324149757,NA
"HORVU.MOREX.r3.2HG0215300",6.5264250018424,-2.09758141103774e-07,0.00144269401233157,0.806235358757439,NA
"HORVU.MOREX.r3.2HG0215310",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215330",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215340",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215350",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215360",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215370",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215380",0.602146684863624,-3.17455546940966e-07,0.00144269482498749,0.470880306316319,NA
"HORVU.MOREX.r3.2HG0215410",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215430",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215440",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215450",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215460",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215480",0.373464899956058,9.42521997799878e-08,0.00144269490825616,0.822681256840642,NA
"HORVU.MOREX.r3.2HG0215490",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215500",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215510",6.5332654192165,1.58985824358329e-06,0.00144269402420792,0.129608386758345,NA
"HORVU.MOREX.r3.2HG0215520",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215530",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215540",19.1718608839609,-5.73912108011197e-06,0.00144269828771056,0.607348634308998,0.999875898879627
"HORVU.MOREX.r3.2HG0215550",55.6520605740687,2.66555785632088e-07,0.00144268562837395,0.92041299405868,0.999875898879627
"HORVU.MOREX.r3.2HG0215570",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215610",3615.54093560278,-1.61942269294496e-06,0.00144267999012657,0.625660899479385,0.999875898879627
"HORVU.MOREX.r3.2HG0215640",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215650",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215660",2263.00006464472,1.16572139555149e-06,0.00144268519569394,0.669163014628469,0.999875898879627
"HORVU.MOREX.r3.2HG0215680",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215690",8.62653127564247,2.00770385298338e-06,0.00144269357950859,0.113649059990684,NA
"HORVU.MOREX.r3.2HG0215700",3.28664440297237,9.47415715356766e-07,0.00144269422613442,0.26941218557042,NA
"HORVU.MOREX.r3.2HG0215720",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215740",0.357507104825455,-5.83402784462294e-08,0.00144269493304461,0.851119459518801,NA
"HORVU.MOREX.r3.2HG0215750",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215760",1.04801329528212,5.92243236041133e-07,0.00144269499298277,0.12981957990173,NA
"HORVU.MOREX.r3.2HG0215770",16.0820185282399,-2.35032789865312e-07,0.00144269287165558,0.848410277153167,0.999875898879627
"HORVU.MOREX.r3.2HG0215820",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215830",189.125907880789,4.65561167637359e-06,0.00144267784106659,0.2327869693997,0.999875898879627
"HORVU.MOREX.r3.2HG0215850",0.836399181515701,-1.00514406087375e-07,0.00144269491880621,0.740963000354973,NA
"HORVU.MOREX.r3.2HG0215870",32.1430464741076,5.32864077764039e-07,0.00144268597966352,0.8370333685662,0.999875898879627
"HORVU.MOREX.r3.2HG0215880",6.47072935763855,-1.88633927646348e-06,0.00144269310902892,0.166542483493486,NA
"HORVU.MOREX.r3.2HG0215890",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215900",79.2993225817107,-2.20041980763237e-06,0.00144268605203405,0.407818397133487,0.999875898879627
"HORVU.MOREX.r3.2HG0215930",0.558765648796385,7.45677188708371e-08,0.00144269486116885,0.853105876374445,NA
"HORVU.MOREX.r3.2HG0215940",57.6227563675277,3.80351899394593e-06,0.00144268159857147,0.263764156540448,0.999875898879627
"HORVU.MOREX.r3.2HG0215960",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0215980",1833.34879669401,-6.7682391859364e-07,0.00144269347228128,NA,NA
"HORVU.MOREX.r3.2HG0216000",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216010",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216050",331.412890204334,8.55515991569819e-06,0.00144266962563071,0.214962201328893,0.999875898879627
"HORVU.MOREX.r3.2HG0216070",519.240818452459,-3.18645331975443e-06,0.00144266305794118,0.517612929980073,0.999875898879627
"HORVU.MOREX.r3.2HG0216090",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216110",337.140713753049,-7.03401144521925e-06,0.00144266084741529,0.205120927080831,0.999875898879627
"HORVU.MOREX.r3.2HG0216140",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216150",262.910546150724,-2.38715394856868e-06,0.00144266549686143,0.609845875776568,0.999875898879627
"HORVU.MOREX.r3.2HG0216180",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216190",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216200",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216220",6.46542892696547,-5.96226025482363e-07,0.00144269333786698,0.59557881935785,NA
"HORVU.MOREX.r3.2HG0216230",2.66351788083524,6.23152784003695e-07,0.00144269452106294,0.350409780704224,NA
"HORVU.MOREX.r3.2HG0216250",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216270",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216290",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216340",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216390",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216430",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216470",3734.60808155811,5.77416557231656e-06,0.00144263972056685,0.223699082244453,0.999875898879627
"HORVU.MOREX.r3.2HG0216500",1226.22775612567,-2.11096018253113e-06,0.00144266558085006,0.649609128358552,0.999875898879627
"HORVU.MOREX.r3.2HG0216510",5.76825413183458,5.32831939074207e-07,0.00144269215588135,0.715443378645733,NA
"HORVU.MOREX.r3.2HG0216560",49.6089533850293,4.09693798322909e-06,0.00144268656946809,0.0705175200380632,0.999875898879627
"HORVU.MOREX.r3.2HG0216570",9.14611605363028,1.95420670615701e-07,0.00144269209770569,0.895645122730812,NA
"HORVU.MOREX.r3.2HG0216580",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216600",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216610",2447.18160957568,2.48639321527398e-06,0.00144267631054314,0.513101764833338,0.999875898879627
"HORVU.MOREX.r3.2HG0216640",1.76029262333277,-1.78589256547416e-08,0.00144269429398281,0.979574736201863,NA
"HORVU.MOREX.r3.2HG0216680",1.29990571247368,-3.65363328829287e-07,0.001442694863613,0.373043411031285,NA
"HORVU.MOREX.r3.2HG0216690",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216720",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216760",1009.19425931647,-7.16935695220078e-06,0.0014426469205935,0.263204182876486,0.999875898879627
"HORVU.MOREX.r3.2HG0216780",1.41296649188184,1.92329025674683e-07,0.00144269479754529,0.718007704025166,NA
"HORVU.MOREX.r3.2HG0216800",92.034521495307,1.50369017384053e-06,0.00144267511633063,0.695893768833833,0.999875898879627
"HORVU.MOREX.r3.2HG0216840",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216880",280.351035827295,2.19237004843354e-06,0.0014426658278795,0.639211593448214,0.999875898879627
"HORVU.MOREX.r3.2HG0216910",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216920",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216930",266.216964623485,-3.26993628769498e-06,0.00144266600726601,0.48745737056263,0.999875898879627
"HORVU.MOREX.r3.2HG0216940",2096.96630012542,3.57119606134385e-06,0.0014426156788231,0.642741961206166,0.999875898879627
"HORVU.MOREX.r3.2HG0216960",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0216990",1.62549975610093,-2.33394031740318e-07,0.00144269481682327,0.579086969800207,NA
"HORVU.MOREX.r3.2HG0217010",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217020",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217040",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217050",1095.8541645211,4.63200711418765e-06,0.00144264435595308,0.460972541460118,0.999875898879627
"HORVU.MOREX.r3.2HG0217060",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217070",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217080",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217090",1144.80471609628,1.12265897319967e-06,0.00144265765059105,0.831308081377423,0.999875898879627
"HORVU.MOREX.r3.2HG0217120",0.132835694317032,1.45675774924356e-07,0.00144269498762142,0.840823533975817,NA
"HORVU.MOREX.r3.2HG0217130",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217200",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217210",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217220",0.142681948220409,-1.67334023369652e-07,0.00144269499085188,0.835691158998516,NA
"HORVU.MOREX.r3.2HG0217280",27.8284925933916,-1.26906082030874e-06,0.00144268788251389,0.582430454250068,0.999875898879627
"HORVU.MOREX.r3.2HG0217310",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217340",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217370",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217380",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217450",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217460",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217490",1093.57440285412,-4.01526079111082e-06,0.00144267412986487,0.330278713496074,0.999875898879627
"HORVU.MOREX.r3.2HG0217500",951.471983086539,-7.48579828941468e-07,0.00144268462076494,0.783070666240102,0.999875898879627
"HORVU.MOREX.r3.2HG0217510",499.240969038677,2.50516633286432e-06,0.00144267690003648,0.503191021326216,0.999875898879627
"HORVU.MOREX.r3.2HG0217520",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217530",413.0014411869,-0.402321660403552,0.172088174192106,0.000533959075493753,0.172879519134862
"HORVU.MOREX.r3.2HG0217540",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217550",0.219625740413971,-2.01643865718355e-07,0.00144269499620935,0.695071078774921,NA
"HORVU.MOREX.r3.2HG0217570",0.266399641824305,-1.83675835086336e-07,0.00144269499742423,0.671007457055392,NA
"HORVU.MOREX.r3.2HG0217580",863.916673218533,1.02203304742952e-05,0.00144264561947857,0.143806327403859,0.999875898879627
"HORVU.MOREX.r3.2HG0217590",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217600",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217610",748.17987998522,3.4854555531532e-06,0.00144263125019399,0.614342939923458,0.999875898879627
"HORVU.MOREX.r3.2HG0217620",614.568533392131,1.65079371439483e-06,0.00144262836224376,0.813675367483489,0.999875898879627
"HORVU.MOREX.r3.2HG0217680",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217690",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217700",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217760",432.868309676616,-4.40797727666989e-06,0.00144263904127584,0.49977298857494,0.999875898879627
"HORVU.MOREX.r3.2HG0217780",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217790",173.166999145535,9.89907500693094e-06,0.00144266108804285,0.102904955330315,0.999875898879627
"HORVU.MOREX.r3.2HG0217800",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217820",2778.55837847846,7.91554644169769e-07,0.00144267252807685,0.847443962217831,0.999875898879627
"HORVU.MOREX.r3.2HG0217830",988.693956557398,-1.59854054261338e-05,0.00144263341077022,0.0681898391791054,0.999875898879627
"HORVU.MOREX.r3.2HG0217840",1.7289930140184,4.05169318014185e-07,0.0014426946125291,0.485054528404397,NA
"HORVU.MOREX.r3.2HG0217850",0.337086936648721,9.02655476121434e-08,0.00144269491533421,0.834326220863511,NA
"HORVU.MOREX.r3.2HG0217860",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217910",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217920",2087.87854868425,-5.5273274649155e-06,0.00144261118750038,0.470041571199731,0.999875898879627
"HORVU.MOREX.r3.2HG0217930",3.93161491028497,-4.67302000777265e-07,0.0014426939504456,0.604634352423897,NA
"HORVU.MOREX.r3.2HG0217960",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217970",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0217990",0,NA,NA,NA,NA
"HORVU.MOREX.r3.2HG0218010",3092.9565228577,6.63743690376696e-07,0.00144266277046577,0.892696843849572,0.999875898879627
"HORVU.MOREX.r3.2HG0218020",311.847883088701,5.72713117422121e-07,0.00144266557180111,0.902755028520403,0.999875898879627
"HORVU.MOREX.r3.2HG0218050",71.2559905213561,1.180095989153e-06,0.00144267971687748,0.726102227339406,0.999875898879627
"HORVU.MOREX.r3.2HG0218060",73.8322754259556,-2.61014197402413e-06,0.00144267817203149,0.468398873736309,0.999875898879627
"HORVU.MOREX.r3.2HG0218080",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218100",1046.81526523916,3.36087563840737e-06,0.00144266841175166,0.460953275077647,0.999875898879627
"HORVU.MOREX.r3.3HG0218110",3331.00199743271,1.06803325930339e-05,0.00144262192363463,0.192783660737564,0.999875898879627
"HORVU.MOREX.r3.3HG0218120",17.3064321769535,-2.60488068270019e-07,0.0014426900387868,0.889156537283986,0.999875898879627
"HORVU.MOREX.r3.3HG0218130",0.275762728822969,2.06750497290368e-07,0.00144269499701675,0.665612074639428,NA
"HORVU.MOREX.r3.3HG0218140",8.96787519983568,6.92374887696846e-07,0.00144269351952907,0.523968547331737,NA
"HORVU.MOREX.r3.3HG0218150",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218180",0.471560853471422,-2.91666740767681e-07,0.00144269501804414,0.492471126682473,NA
"HORVU.MOREX.r3.3HG0218190",2.34346197777202,9.17027910876016e-07,0.001442694848559,0.09162438700788,NA
"HORVU.MOREX.r3.3HG0218220",0.275762728822969,2.06750497290368e-07,0.00144269499701675,0.665612074639428,NA
"HORVU.MOREX.r3.3HG0218230",1182.73594340709,1.97885026895018e-06,0.00144263449057744,0.767209996206505,0.999875898879627
"HORVU.MOREX.r3.3HG0218240",2.05064757245005,6.6697700749535e-07,0.00144269458818273,0.295219114213753,NA
"HORVU.MOREX.r3.3HG0218270",25.7854284823031,1.00814082262621e-06,0.00144268849184583,0.648781161470657,0.999875898879627
"HORVU.MOREX.r3.3HG0218320",778.534583524617,1.45907103349477e-05,0.0014426866418435,0.0110096370699466,0.675521317845271
"HORVU.MOREX.r3.3HG0218330",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218360",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218370",8335.94351271029,5.9015355772416e-06,0.0014426649542727,0.249273138540784,0.999875898879627
"HORVU.MOREX.r3.3HG0218380",2.38830147682539,1.17973029148218e-06,0.00144269440964161,0.146246599089058,NA
"HORVU.MOREX.r3.3HG0218390",751.53223032289,4.77356786740765e-06,0.00144265165971491,0.488016355053628,0.999875898879627
"HORVU.MOREX.r3.3HG0218410",806.928572554557,3.58292433371792e-06,0.001442673082975,0.3927679998401,0.999875898879627
"HORVU.MOREX.r3.3HG0218430",455.05530634961,4.5590129409327e-06,0.00144259845318603,0.592652645322839,0.999875898879627
"HORVU.MOREX.r3.3HG0218440",626.933910549502,-8.35339817630272e-06,0.00144265698809153,0.164786030687375,0.999875898879627
"HORVU.MOREX.r3.3HG0218450",2592.96808853871,4.96901143029733e-06,0.0014426610346302,0.345948147850688,0.999875898879627
"HORVU.MOREX.r3.3HG0218480",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218490",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218520",1265.84632757179,4.60664967494396e-06,0.00144262935015235,0.515975715111288,0.999875898879627
"HORVU.MOREX.r3.3HG0218540",33.9535191374409,1.18671013830161e-06,0.00144268336651814,0.687255425540552,0.999875898879627
"HORVU.MOREX.r3.3HG0218550",2532.38619194375,-1.21933428291769e-06,0.00144261776079039,0.869242094440858,0.999875898879627
"HORVU.MOREX.r3.3HG0218560",5.30538625343798,-4.47886109689688e-07,0.00144269247283248,0.743153881423222,NA
"HORVU.MOREX.r3.3HG0218620",334.728926464075,1.14084423520963e-06,0.00144263340073544,0.865540013363623,0.999875898879627
"HORVU.MOREX.r3.3HG0218640",4699.53051625279,-8.50567223790544e-06,0.00144263023646231,0.321095257361812,0.999875898879627
"HORVU.MOREX.r3.3HG0218660",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218670",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218700",860.188950241323,-9.19750989605072e-06,0.00144264786254703,0.168391072216726,0.999875898879627
"HORVU.MOREX.r3.3HG0218710",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218720",7.59011511398586,1.3999958534737e-06,0.0014426935714796,0.228100844753327,NA
"HORVU.MOREX.r3.3HG0218730",5.26248142508685,9.34147040090431e-07,0.00144269436545438,0.239719654082968,NA
"HORVU.MOREX.r3.3HG0218740",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218760",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218780",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218790",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218800",15.6109027059755,1.71692847433308e-06,0.00144269467926653,0.0446902049459766,0.999875898879627
"HORVU.MOREX.r3.3HG0218860",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218870",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218880",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218890",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218910",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218920",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218930",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218950",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218960",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0218970",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219000",16.2911750288224,-1.15309768281418e-06,0.00144268856403864,0.59857860388308,0.999875898879627
"HORVU.MOREX.r3.3HG0219020",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219030",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219040",1708.89220385401,2.68610670876281e-06,0.00144263238338742,0.693715724716917,0.999875898879627
"HORVU.MOREX.r3.3HG0219050",71.0594559995447,2.59944312405977e-06,0.00144268403889116,0.381955948882582,0.999875898879627
"HORVU.MOREX.r3.3HG0219070",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219090",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219120",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219130",871.192056406771,-6.15468955725114e-07,0.00144268571648423,0.809930138186329,0.999875898879627
"HORVU.MOREX.r3.3HG0219140",15.3854310194455,2.41053338681451e-06,0.00144269172454276,0.174857942137836,0.999875898879627
"HORVU.MOREX.r3.3HG0219150",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219160",2015.86961609662,-5.8707788990633e-06,0.0014426163601328,0.451674419710122,0.999875898879627
"HORVU.MOREX.r3.3HG0219180",10.7739358946267,3.06121704870387e-06,0.00144269267454739,0.0734528036931776,NA
"HORVU.MOREX.r3.3HG0219200",100.064000032591,4.54189220785773e-07,0.00144266019318387,0.929059929524482,0.999875898879627
"HORVU.MOREX.r3.3HG0219210",41.3603312651599,2.28798374401697e-08,0.00144267756975128,0.996203974061179,0.999875898879627
"HORVU.MOREX.r3.3HG0219220",373.821474891319,-3.39858527321526e-06,0.00144262385858991,0.634364918702021,0.999875898879627
"HORVU.MOREX.r3.3HG0219230",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219240",94.7553907557785,7.92984421135346e-07,0.00144269228839595,0.585405737982035,0.999875898879627
"HORVU.MOREX.r3.3HG0219250",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219270",3041.02670298203,-9.98766972427563e-06,0.00144270775533579,0.750105888138453,0.999875898879627
"HORVU.MOREX.r3.3HG0219280",579.330217315448,4.72833735497354e-06,0.00144267567255665,0.250017809297142,0.999875898879627
"HORVU.MOREX.r3.3HG0219290",29.1625279428887,9.15952893834168e-07,0.00144268929091695,0.659113149984341,0.999875898879627
"HORVU.MOREX.r3.3HG0219300",4057.2195455286,2.19576651462227e-06,0.00144268498003208,0.437167536129741,0.999875898879627
"HORVU.MOREX.r3.3HG0219310",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219350",0.111865841940678,1.50478995105116e-07,0.00144269498746851,0.840823533975817,NA
"HORVU.MOREX.r3.3HG0219410",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219440",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219470",7.73953726097974,1.32042980138958e-06,0.00144269291495216,0.323906607471076,NA
"HORVU.MOREX.r3.3HG0219490",138.609346450233,-1.32942153269555e-05,0.00144269800009707,0.71555909256134,0.999875898879627
"HORVU.MOREX.r3.3HG0219500",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219520",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219540",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219550",202.341337124575,3.11887658909266e-06,0.00144266892115311,0.487720010416308,0.999875898879627
"HORVU.MOREX.r3.3HG0219560",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219570",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219590",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219600",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219610",81.2680533060125,1.53973096022344e-08,0.00144269114539467,0.996018941861922,0.999875898879627
"HORVU.MOREX.r3.3HG0219640",48.8946334524378,-5.10469035667489e-07,0.00144269429666541,NA,NA
"HORVU.MOREX.r3.3HG0219650",712.727755575425,6.53459090193376e-06,0.00144262440717852,0.349028641907572,0.999875898879627
"HORVU.MOREX.r3.3HG0219660",0.36230768863438,-2.2685562032398e-07,0.001442695006567,0.567621197489902,NA
"HORVU.MOREX.r3.3HG0219670",729.607711969363,-8.53049333973862e-06,0.00144266876055369,0.10579666389629,0.999875898879627
"HORVU.MOREX.r3.3HG0219710",0.932760496810747,2.50967385404657e-07,0.00144269485359584,0.536752640395396,NA
"HORVU.MOREX.r3.3HG0219730",1.48993060187703,-7.06837362251398e-07,0.00144269488293441,0.113622968664563,NA
"HORVU.MOREX.r3.3HG0219750",167.761203994494,-4.93967249214254e-06,0.00144268122444058,0.171229964825286,0.999875898879627
"HORVU.MOREX.r3.3HG0219770",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219780",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219790",108.804491548366,-1.21879213445766e-06,0.00144269297519104,0.348461053713573,0.999875898879627
"HORVU.MOREX.r3.3HG0219800",588.851435740579,1.35301246656121e-06,0.00144263063425469,0.844261892901901,0.999875898879627
"HORVU.MOREX.r3.3HG0219810",634.66782218868,-2.94639414331662e-06,0.00144267552393309,0.448283691523598,0.999875898879627
"HORVU.MOREX.r3.3HG0219850",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219860",141.254406376762,-1.2830578250581e-05,0.00144267270118389,0.0306054322778713,0.946245821292611
"HORVU.MOREX.r3.3HG0219880",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219890",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219900",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219910",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0219940",0.89174664197772,-1.02026188938994e-07,0.00144269483085941,0.796633171529854,NA
"HORVU.MOREX.r3.3HG0219950",95.4451349549874,-1.72214523035838e-06,0.00144268935152303,0.415067600532156,0.999875898879627
"HORVU.MOREX.r3.3HG0219980",0.109812870206985,-1.5709928512213e-07,0.0014426949895664,0.835691158998515,NA
"HORVU.MOREX.r3.3HG0220030",3022.26690958407,-8.17844966196731e-06,0.00144269868787267,0.883513723933568,0.999875898879627
"HORVU.MOREX.r3.3HG0220060",1655.17170302163,-3.35508028920984e-06,0.00144268854844645,0.175315219326225,0.999875898879627
"HORVU.MOREX.r3.3HG0220080",6774.76516344666,-3.26922005836328e-06,0.0014426885200082,0.18437907459903,0.999875898879627
"HORVU.MOREX.r3.3HG0220100",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0220140",2141.50864131398,-3.81139181442589e-07,0.00144266045229157,0.937245326041357,0.999875898879627
"HORVU.MOREX.r3.3HG0220150",0,NA,NA,NA,NA
"HORVU.MOREX.r3.3HG0220160",8.20046460293796,-1.16370353418134e-06,0.00144269341570465,0.319097604079798,NA
"HORVU.MOREX.r3.3HG0220180",140.12592321307,-3.02937304211666e-07,0.00144267929884896,0.926506692894719,0.999875898879627
"HORVU.MOREX.r3.3HG0220190",1.7963648706091,-4.47938887656426e-07,0.00144269476569089,0.35899698572206,NA
"HORVU.MOREX.r3.3HG0220240",0,NA,NA,NA,NA
